MOLECULE_NAME,y_actual,y_pred
307-262-01,1.21,1.1780821079407855
307-263-01,1.65,1.6252539228312721
307-264-01,1.76,1.7354316684109357
307-265-01,1.66,1.6528587477088204
307-268-04,0.63,0.6391354919925805
307-269-02,3.36,3.3454005473116806
307-270-06,2.55,2.5596756474919085
307-272-01,1.92,2.1926394766308066
307-273-02,2.6,2.6185957753084317
307-274-02,2.27,2.2944659659166593
307-275-02,2.53,2.54223885392322
307-276-02,3.37,3.326353842162038
307-277-02,2.97,2.9325987359843473
307-289-03,2.33,2.4158396075200326
307-292-04,0.98,1.0003419876406126
307-293-01,2.38,2.3698133138005772
307-297-01,1.03,1.0143550510775023
307-298-01,1.0,0.9979503106321355
307-300-14,3.8,3.762731801852877
307-301-19,2.11,2.0936145676716333
307-302-05,1.96,1.9427134183726635
307-304-01,2.08,2.1028350603236317
307-305-01,3.92,3.9158641342000573
307-306-01,3.53,3.4886515044678563
307-307-02,3.7,3.670789784354863
307-309-02,3.6,3.575665284691278
307-310-03,2.58,2.554513609269775
307-311-02,2.43,2.462185703881566
307-313-01,2.3,2.2672678503356183
307-315-01,1.57,1.5958908349192589
307-334-02,3.01,3.0338607604712564
307-335-02,4.08,4.043483274363987
307-343-02,2.75,2.765794501442005
307-357-01,1.51,1.5200466237051584
307-500-05,2.15,2.1621592557771177
307-501-05,1.83,1.7953302459164568
307-503-06,1.11,1.1477256629553945
307-504-10,2.54,2.54247637889923
307-507-01,1.89,1.8582539895235748
307-508-05,0.85,0.9001429901184594
307-509-03,2.24,2.2244136764828197
307-510-01,1.54,1.5332850456934057
307-512-01,1.66,1.1163007658110118
307-513-08,0.38,0.4479239837670579
307-523-01,3.62,2.7632067952696886
307-524-01,1.71,1.746525712785207
307-525-01,2.29,2.298267500352701
307-526-01,0.99,1.301098307311582
307-528-05,1.45,1.4402550076179814
307-600-05,2.59,2.46220236025715
307-602-06,1.86,1.8643481551635581
307-603-02,2.61,2.646302652286386
307-604-01,1.5,1.5363287659846248
307-606-01,1.91,1.8954815009126404
307-608-02,2.69,2.4867284676679273
307-611-04,2.13,2.1123992987452915
307-612-02,0.78,0.8166468874471344
307-614-01,1.86,1.8362961600796894
307-615-02,1.95,1.9412360776057351
307-617-01,0.5,0.6546069493251387
307-900-OE,0.63,0.6159980882453522
307-901-OE,1.52,1.5690137395118353
307-902-OE,2.05,2.080228188259987
307-903-02,3.12,3.085008695701124
307-904-OE,1.75,1.7449796367780457
307-905-OE,2.91,2.898265812952201
307-906-OE,3.22,3.180050660793131
307-907-OE,2.38,2.384202419127867
307-908-OE,3.33,3.336183574371251
307-909-OE,1.88,1.8925818883478336
307-910-OE,2.02,2.0088683727604875
307-911-OE,2.35,2.365837553670274
307-912-09,0.6,0.6288822091372421
405-047-01,0.99,0.9749596246341814
407-009-03,2.92,2.8924249076838047
407-009-10,4.49,3.9416482703152265
407-010-01,3.77,3.7569249090330956
407-011-01,4.08,4.07472092298288
407-012-01,3.22,3.250734002930252
407-013-01,2.91,2.9280078422428306
407-014-01,4.19,4.043895944266189
407-015-01,4.28,4.26656311253674
407-016-01,3.96,3.974392769006266
407-017-02,3.81,3.4192334805693894
407-018-01,3.61,3.5787613939477714
407-020-01,3.16,3.196281436625176
407-021-02,3.81,3.8429789188185497
407-022-03,2.95,3.019879725484574
407-023-03,2.92,3.421129442154687
407-024-01,4.46,4.428332216591038
407-025-01,3.88,3.8970371761065983
407-026-01,2.99,3.091646850028289
407-030-20,3.1,3.396082900092678
407-033-01,1.03,1.062366400923684
407-043-10,2.96,2.9303269815809525
407-044-04,1.73,1.7157236087645482
407-046-02,3.12,3.1521374881227904
407-050-05,3.79,3.522297811946809
407-050-07,2.46,2.5004344107666574
407-051-05,2.63,2.608597002164312
407-052-05,3.02,3.009317909456847
407-053-05,3.19,3.2087497357178796
407-056-05,2.33,2.3215920063234305
407-057-05,2.48,2.4958336009657685
407-059-02,2.25,2.258277603954431
407-061-01,3.13,3.132252884946085
407-062-01,2.23,2.2724934067311686
407-064-02,2.83,2.8647223090000224
407-065-01,4.38,4.342354385175087
407-067-02,2.77,2.762575501344814
407-068-02,2.17,2.2055469697277035
407-074-07,3.84,3.800516187502138
407-075-02,3.51,3.5014129407184518
407-084-06,3.41,3.4328325306426666
407-090-05,3.79,3.8120179558822027
407-096-01,3.45,3.423718062354821
407-098-02,2.63,2.603606381547407
407-100-02,4.75,4.742907863006408
407-101-02,3.21,3.220906045363301
407-102-02,3.42,3.4157190557788075
407-103-02,3.11,3.099250185477629
407-104-02,3.59,3.578399708179186
407-105-01,3.34,3.3217972270086187
407-106-01,3.17,3.195741112285202
407-107-02,3.26,3.2779293631559354
407-108-02,3.45,3.445409274398461
407-109-02,2.24,2.268489244018127
407-110-02,4.43,4.418231274197632
407-111-02,3.67,3.675874742635913
407-112-02,3.0,3.017105221972604
407-113-02,4.42,4.409882352712944
407-114-01,4.68,4.67292203245104
407-115-01,4.88,4.914148952536544
407-116-01,2.18,2.210181997488627
407-117-01,2.55,2.550231175417621
407-118-01,2.14,2.1441641426179903
407-119-02,3.1,3.060847494583816
407-120-02,2.21,2.20418997568581
407-121-02,4.23,4.232586883142096
407-122-02,2.68,2.686574639926657
407-123-01,3.16,3.1847573844986017
407-124-01A,3.6,3.60963889821791
407-124-01B,3.6,3.60963889821791
407-126-01,3.0,3.0330648743967226
407-127-01,2.73,2.764422808336604
407-128-01,3.23,3.2255112340469423
407-130-02,3.26,3.2745234669734895
407-131-02,4.24,4.2495048710804975
407-132-02,4.07,4.081515346699226
407-133-02,1.99,2.0343235110567015
407-134-06,3.05,3.0687146690829405
407-135-01,3.54,3.5173017793956474
407-136-04,3.96,3.976378334284902
407-137-01,2.96,2.9376071148459824
407-138-03,2.81,2.840328969218479
407-142-01,3.55,3.539106555501304
407-144-02,3.1,3.109471508650927
407-145-02,3.24,3.2813822995468698
407-148-01,3.0,3.005577493594319
407-149-01,3.14,3.12370393981808
407-152-02,3.53,3.512301416128107
407-153-02,3.7,3.7102510972127356
407-157-02,3.62,3.6273987412692206
407-158-02,3.64,3.6618176285701147
407-159-02,2.57,2.61371022942138
407-160-02,2.87,2.90027846696569
407-163-11,2.63,2.63131584834635
407-164-05,3.39,3.3625337352384577
407-166-09,1.9,1.9108234692861183
407-169-09,2.63,2.635052075259289
407-170-09,2.63,2.6548927406554768
407-171-01,2.95,2.989337503967408
407-172-01,2.11,2.8174946168713353
407-173-01,1.78,1.8115657312442592
407-176-01,2.47,2.449505360953863
407-177-02,3.59,3.6391108073507974
407-178-01,3.47,3.497117251753588
407-181-09,3.59,3.6391108073507974
407-185-01,3.47,3.497117251753588
407-186-01,3.17,3.17344407643118
407-187-01,2.47,2.4559927301716864
407-188-01,2.47,2.4555436005956226
407-192-06,3.1,3.0989883098076914
407-196-03,3.26,3.271070361847353
407-197-05,3.74,3.749279308582576
407-198-05,3.74,3.749279308582576
407-199-02,2.35,2.3764861709124236
407-200-01,2.21,2.2439435905792466
407-201-01,3.64,3.63266409715829
407-202-01,3.64,3.63266409715829
407-203-01,3.52,3.5341900363403482
407-204-02,3.23,3.223026393426629
407-206-08,3.57,3.609227194692217
407-207-08,3.57,3.5744104547538385
407-208-01,3.47,3.485456006140917
407-209-01,3.47,3.5032788005729274
407-210-03,3.27,3.3081914715962455
407-211-03,3.26,3.259488544229201
407-214-01,3.99,3.9713984062760472
407-215-01,3.99,4.011986615743876
407-221-01,3.52,3.5511362532263973
407-222-01,3.52,3.532434186886646
407-224-01,3.18,3.157084758447465
407-225-01,3.18,3.16486222057907
409-054-01,1.91,1.9472504627013811
410-001-10,2.84,2.819020078856801
410-006-02,2.48,2.463945290247098
410-009-05,1.94,1.9552198110992953
410-010-05,2.71,2.306505906507549
410-013-04,3.72,3.703085618491392
410-013-05,2.36,2.3259872991962878
410-014-05,2.01,1.9992106590545533
410-019-04,3.7,3.68992706540369
410-019-05,2.26,2.2439168977156623
410-021-04,3.72,3.703982334223943
410-021-05,2.24,2.2584777594038203
414-002-06,3.96,3.9297445257336423
414-005-07,4.02,4.032152647252781
414-013-05,3.59,3.596967278662192
414-025-02,3.58,3.5658497261787354
414-034-01,4.43,4.428566991456729
414-037-01,3.87,3.867497131341572
414-045-03,4.04,4.020214463889937
414-052-01,2.76,2.746510181956021
414-054-03,3.4,3.434480854502066
414-059-01,4.23,4.204269913335981
414-062-02,4.16,4.121756396832736
414-068-03,3.94,3.912748751754911
414-071-03,4.15,4.121642796460614
414-072-03,3.94,3.912748751754911
414-074-01,4.59,4.596160393668709
414-076-02,3.85,3.841827788444868
414-081-04,3.79,3.7788526045887716
414-118-01,3.14,3.1828487705098416
414-119-01,2.98,2.9344578251618274
414-120-01,2.94,2.9278136820887095
414-301-04,3.72,3.739527688091326
414-304-03,4.21,4.170085545955773
414-309-03,3.64,3.6601273430483214
414-316-03,4.11,4.134365350652539
414-320-03,4.13,4.121764918363213
414-343-01,3.48,3.4601717704302404
414-347-01,4.13,4.15660152161228
414-348-01,2.98,2.9812188982994337
415-001-02,2.44,2.4317618461075066
415-003-01,3.08,3.062671567343859
415-016-01,2.71,2.693488700445676
415-019-02,3.14,3.1145695176243966
415-021-01,2.68,2.6522649817120927
415-024-01,2.96,2.9194644977290682
415-029-03,2.7,2.6807670590276844
415-038-03,2.91,2.8769486151530193
415-039-01,2.9,2.9106234544587664
415-041-02,2.71,2.7175442033395543
415-042-02,2.75,2.752672597773035
415-043-02,2.55,2.557188716492197
415-044-02,2.44,2.4599214513536385
415-048-01,2.59,2.578592939546101
415-049-03,3.0,2.9684586994343114
415-054-02,3.04,3.012531598163888
415-058-01,2.68,2.6640391515078585
415-059-02,2.76,2.765174956736247
415-061-03,3.04,3.020351124906705
415-062-03,2.8,2.7604352721641474
415-063-03,2.69,2.708323528249098
415-068-01,2.88,2.866114544111323
415-070-03,2.68,2.672544107961883
415-071-03,2.66,2.6626391117987738
415-073-01,3.1,3.0616615153540807
415-074-01,3.03,3.0327886198384997
415-083-03,3.18,3.143979860762699
415-084-03,2.77,2.76787472011004
415-085-03,2.92,2.9130985836273844
415-090-03,2.73,2.7350152613376473
415-116-02,2.89,2.857669355771508
415-117-01,2.99,3.0203793472781237
415-117-01,3.03,3.0203793472781237
415-118-01,2.91,2.9445658492781606
415-118-01,2.95,2.9445658492781606
415-119-04,3.04,3.007981743847876
415-120-02,2.82,2.80736363316702
415-121-02,2.8,2.785781394290048
415-125-03,2.92,2.9053907996138264
415-126-03,2.61,2.6118460976879523
415-148-02,3.13,3.1023393081499804
415-149-02,3.1,3.0843114038145694
415-150-03,3.03,3.0259583323216415
415-151-03,2.95,2.9445658492781606
415-162-01,2.49,2.4583493113968444
415-206-01,3.38,3.3750934952059604
415-208-03,2.78,2.765777715272761
415-209-01,3.16,3.1299957891385772
415-210-01,3.19,3.189123678091537
415-211-01,2.45,2.4459347657236905
415-213-01,3.05,3.0479816297059132
504-001-01,3.51,2.774180079732114
504-002-02,1.93,1.9052374076134877
504-003-01,2.84,2.5186037077146692
504-004-02,1.88,1.9099270054381017
504-005-02,1.58,1.7212578225420267
504-006-02,2.34,2.3663595746415043
504-010-02,2.35,2.3158370521475313
504-012-02,0.45,1.4517540478800828
504-013-02,1.25,1.2769442150377435
504-014-02,2.42,2.3794891179363136
504-018-01,2.67,2.6773643280700155
504-019-01,0.38,0.9898006540356108
504-023-01,2.3,2.3279483240350336
504-029-01,2.32,2.306114982100442
504-038-01,0.22,0.6542260231667614
504-038-01,0.62,0.6542260231667614
504-038-02,1.2,0.7315073661566154
504-039-01,0.64,0.6542260231667614
504-040-01,1.6,1.2592525145840372
504-043-01,1.43,1.4451834087277358
504-045-01,2.47,2.500826320822134
504-045-05,2.5,2.500826320822134
504-046-01,1.28,1.2968506335906018
504-047-01,0.51,0.7660709384434745
504-048-01,0.89,0.93159126315182
504-049-01,0.59,0.6328359020184595
504-050-01,0.34,0.38088308715134866
504-051-01,1.75,1.7560874092839873
504-052-01,1.67,1.6997146712584472
504-053-01,1.76,1.6940625683811659
504-054-01,1.66,1.6526968166661749
504-056-01,2.04,2.039597973428454
504-057-01,0.92,0.9009518377711259
504-058-01,1.11,1.1520237651068075
504-059-01,1.05,1.0760196466782799
504-061-01,1.49,1.492117940747495
504-064-01,1.5,1.4849985152714003
504-069-01,1.02,1.0642127023439407
504-070-01,0.78,0.8096630398549216
504-072-01,1.91,1.928344823042143
504-073-01,1.69,1.703121023283571
504-074-01,1.45,1.4793773953222322
504-075-01,1.66,1.6872902430510024
504-081-01,0.96,1.00090795283496
504-084-01,0.64,0.6370658674668177
504-087-01,2.93,2.3511587241886094
504-089-01,1.17,1.191813220699859
504-090-01,1.13,1.2216109776147945
504-092-01,1.64,1.6704689134726562
504-093-01,1.23,1.2069677677565518
504-094-01,1.05,1.0905748856226505
504-095-01,0.64,1.1227545795657736
504-096-01,2.24,2.2379505050918773
504-101-01,0.49,1.208760599883047
504-102-01,1.29,1.3185513738914394
504-102-01,1.31,1.3185513738914394
504-108-02,0.93,1.0348947247837157
504-109-01,1.0,0.9980707877338566
504-115-01,0.38,0.5477913519970872
504-116-01,0.83,0.8586716174373303
504-117-01,1.58,1.625232170527358
504-119-01,1.35,1.392896067804453
504-121-01,1.97,2.162622116656598
504-122-01,1.44,1.3786249075491877
504-133-01,2.52,1.442432964361315
504-134-01,1.35,1.6044338996333356
504-135-01,1.71,1.3613125738706229
504-136-01,1.44,1.4367441719524914
504-138-01,1.39,1.670218011922538
504-140-01,0.95,0.9856071284930472
504-140-46,1.79,1.811679817377494
504-140-47,1.06,2.3036419395281005
504-140-48,2.78,2.8242049198092953
504-140-49,3.1,3.1259070492200838
504-142-01,0.25,0.7315073661566154
504-144-01,1.71,1.7252046528189904
504-145-01,1.59,1.5639673175858575
504-146-01,0.9,0.9102637886187894
504-149-01,1.82,1.8107228294112356
504-150-01,0.73,0.8121337298318645
504-154-01,2.55,2.342600409269435
504-156-01,1.92,1.9200278838549671
504-157-01,2.58,2.561002761184923
504-158-01,2.69,2.684119969116412
504-161-01,1.99,1.9877889577848464
504-163-01,3.87,3.839668485526664
504-164-01,2.67,2.66122388108802
504-165-01,1.57,2.090004146788317
504-166-01,3.01,3.0098596620059164
504-174-01,0.73,0.8188486054591846
504-175-01,1.08,1.0807672667884045
504-176-01,1.2,1.240624660588339
504-177-01,1.43,1.4512665030531018
504-178-01,1.04,1.0363967851470997
504-180-01,0.71,0.704426000274339
504-182-01,0.41,0.49157111943609033
504-183-01,0.65,0.6835629895695425
504-193-01,2.2,2.191095697132649
504-194-01,2.44,2.4888832742702416
504-195-01,0.99,1.1979485866322013
504-206-01,0.29,0.5391461466247893
504-207-01,0.5,1.0886229770954565
504-226-01,2.55,2.5351415225071685
504-227-01,1.46,1.4107650939486902
504-228-01,1.41,1.3249710990222057
504-228-02,1.33,1.3249710990222057
504-229-01,1.16,1.1918695705833051
504-230-01,0.67,0.6889258934620242
504-231-01,1.35,1.3821145714735312
504-232-01,0.84,1.4329101339714474
504-233-01,1.23,1.3332314672330172
504-233-01,1.35,1.3332314672330172
504-233-01,1.35,1.3332314672330172
504-233-02,1.35,1.3332314672330172
504-235-01,0.94,1.1153982620382652
504-236-01,1.63,1.4175039237508176
504-239-01,1.4,1.402619189446431
504-240-01,1.54,1.528810558124909
504-241-01,1.9,1.8852337964163426
504-242-01,1.63,1.6302022635454505
504-250-01,1.18,1.0442033898365355
504-255-01,2.05,2.051679067589104
504-260-01,1.53,1.525191692150511
504-262-01,1.31,1.324092626083917
504-263-01,1.43,1.6044833206298734
504-264-01,1.68,1.6641544556130512
504-265-01,1.37,1.3624382572545293
504-266-01,1.04,1.0388097645674539
504-267-01,1.24,1.2254939094606248
504-268-01,1.74,1.7573051625567482
504-270-01,2.13,2.157221158016964
504-274-01,2.26,2.2481647915139944
504-275-01,1.87,1.872822290670768
504-280-01,1.96,1.9460411119676153
504-281-01,2.21,2.233179049006287
504-282-01,1.86,1.8615251195143645
504-283-01,1.99,2.0129720569721794
504-284-01,1.99,2.0129720569721794
504-286-01,2.04,2.065910468272306
504-289-01,1.53,1.5651146970802352
504-290-01,2.23,2.221263485534605
504-291-01,2.65,2.660658247205715
504-298-01,2.17,2.165336499496986
504-298-04,2.27,2.28972383631539
504-298-05,2.27,2.165336499496986
504-299-01,1.48,1.5097406923531076
504-300-01,0.45,0.6243557277374303
504-308-01,0.34,1.6576696981831902
504-309-01,3.38,3.2170861497137913
504-311-01,2.4,2.11354358057165
504-312-01,2.47,2.470674307198471
504-314-01,2.8,2.8205592210700257
504-316-01,3.09,2.285880966506118
504-317-01,2.62,2.3409435277398494
504-318-01,1.84,1.8550668189499377
504-319-01,2.31,2.279932259873652
504-322-01,2.31,2.3337622893503416
504-323-01,2.71,2.691190806498378
504-327-01,3.25,2.480116387013287
504-328-01,3.07,3.0679692661831814
504-329-01,3.26,3.121200793940168
504-331-01,3.11,3.104883353662337
504-332-01,2.31,2.2833197203421163
504-333-01,2.42,2.4005707145447355
504-334-01,2.07,2.0730348984476175
504-336-01,2.49,2.508785474913691
504-337-01,2.99,2.8014170368308884
504-339-01,2.69,2.653231611676536
504-342-01,2.39,2.369932562423376
504-343-01,1.53,1.6884388051065602
504-345-01,1.66,1.6884388051065602
504-346-01,2.63,2.2204559365669456
504-347-01,1.51,1.5126462973914094
504-348-01,1.7,1.6830617272791075
504-349-01,1.68,1.6568232624027224
504-350-01,1.21,1.1855308579324526
504-351-01,1.95,1.9530800956682297
504-354-01,1.69,1.7188194137200583
504-355-01,2.51,2.4922045193988693
504-356-01,2.56,2.5370564280141026
504-357-01,2.03,2.048323061302701
504-358-01,1.54,1.5489350262305317
504-360-01,1.81,1.805456781909139
504-361-01,1.32,1.3312011589666226
504-362-01,1.62,0.939391881075021
504-362-03,0.95,0.939391881075021
504-363-01,1.8,1.7859007716611306
504-364-01,0.73,0.8467646146458612
504-366-01,0.87,1.3889009802205132
504-367-01,1.29,1.2812973528858578
504-368-01,1.59,1.640848040092219
504-369-01,1.95,1.9502098504195176
504-370-01,2.05,2.035187295284133
504-371-01,1.13,1.1487843373371507
504-372-01,1.38,1.37573188065301
504-373-01,1.67,1.6586217446115081
504-374-01,1.77,1.7560153399739584
504-375-01,0.46,0.4693479069417843
504-376-01,0.66,0.6890393715892609
504-377-01,0.9,0.9092963446582147
504-378-01,1.0,0.989652980213009
504-379-01,0.3,0.272523708919147
504-380-01,0.5,0.4935028050573589
504-381-01,0.74,0.7547169178929027
504-382-01,0.83,0.8540269714077215
504-383-01,0.82,0.8447446017715503
504-384-01,1.03,1.0473593334311908
504-385-01,1.31,1.310039065803081
504-386-01,1.4,1.3969641152712522
504-387-01,0.71,0.7083591264127214
504-388-01,0.92,0.9376251695282893
504-389-01,1.19,1.1684698208917377
504-390-01,1.3,1.3260251941282255
504-391-01,1.88,1.8594860902838537
504-393-01,4.02,3.5753744151616456
504-395-01,2.77,2.8200506062613915
504-403-01,1.15,1.3666348871363092
504-404-01,1.63,1.6677301920527323
504-405-01,2.45,2.0185597384451754
504-406-01,2.41,2.3833609288408595
504-407-01,2.51,2.4988558361039277
504-408-01,2.34,2.3677189615447074
504-409-01,2.0,2.025821281110839
504-411-01,0.84,1.1717433320210855
504-412-01,2.43,2.440555969236048
504-414-01,2.29,2.263328455630471
504-415-01,2.13,2.1152670122801664
504-416-01,2.24,2.2512406796228728
504-417-01,2.16,2.1882139287234144
504-417-05,1.82,2.1882139287234144
504-419-01,3.07,3.030888864983805
504-420-01,2.57,2.367226533997611
504-420-05,2.27,2.367226533997611
504-434-01,3.13,3.1281255678105495
504-435-01,2.23,2.2215036658293217
504-436-01,2.8,2.5652009340164215
504-437-01,2.86,2.12657885151887
504-439-01,1.61,1.6442679515384566
504-440-01,3.9,3.8907570311016104
504-443-01,2.18,2.2096520150253287
504-444-01,1.97,1.9923445794430044
504-445-01,2.36,2.3916150665103966
504-446-01,2.0,2.0389717049028775
504-447-01,2.24,2.2541679905533885
504-449-01,2.15,2.18862822312564
504-450-01,2.57,2.5461736636686316
504-451-01,2.61,2.6278306070975543
504-452-01,1.7,1.7274596723175044
504-453-01,1.93,1.9349909775226226
504-454-01,2.01,2.01967558512101
504-456-01,2.16,2.1838173141413346
504-457-01,1.26,1.8397921859077897
504-458-01,1.3,1.3555628466240885
504-460-01,2.92,2.919443549324879
504-465-01,2.51,2.517565808351541
504-466-01,2.5,2.539088907566066
504-472-01,1.32,1.3107937661764613
504-473-01,1.66,1.632767816218168
504-475-01,1.9,1.6482331969984916
504-479-01,1.83,1.8506120879734367
504-480-01,2.8,2.7784127587740577
504-483-01,2.63,2.6265886975702624
504-492-01,1.97,1.8780395572395603
504-496-01,2.45,2.4340118451056245
504-498-01,0.76,0.8135534187204958
504-499-01,0.98,1.0132831341762878
504-505-01,0.75,0.7758629006781348
504-507-01,0.98,1.1483004016322558
504-519-01,0.77,0.9882789260570348
504-521-01,1.08,1.107912899290667
504-522-01,1.87,1.8709666369000386
504-523-01,2.85,2.84987337708696
504-524-01,0.94,1.567726669668387
504-525-01,1.65,1.6482331969984916
504-526-01,2.37,2.3882478215606278
504-529-01,2.73,2.7244424545347403
504-530-01,0.58,0.6185561962798851
504-531-01,2.71,2.7381979620040227
504-532-01,0.85,1.6362104151328283
504-533-01,2.74,2.7489139794335307
504-534-01,1.03,1.5396266742973488
504-535-01,2.53,2.5193736627122787
504-536-01,1.14,1.1740007138906288
504-539-01,1.76,1.8780395572395603
601-800-01,4.89,4.906933846139091
601-800-07,3.34,3.3297923051486173
601-800-08,3.01,3.029144863155399
601-802-01,2.09,2.1038605949478253
601-803-01,2.16,2.1937883736817136
601-804-02,3.72,3.709872603227025
601-804-03,4.42,4.348786535269508
601-810-01,2.47,2.4747026670180072
601-811-01,2.54,2.5458611490037946
AGH-038-02,1.91,1.9099270054381017
AGH-039-01,1.76,1.7855983675137086
AGH-044-02,2.05,2.076036804822156
AGH-075-02,2.76,2.7996452671797756
AGH-079-02,3.24,2.160855351696754
AGH-096-02,2.61,2.5863112654839275
AGH-102-01,1.68,1.6792485667613661
AGH-107-02,2.97,2.965661483297889
AGH-108-02,2.77,2.5117422377082197
AGH-110-01,0.96,1.1022374541189088
AGH-116-02,3.18,2.4827936462315945
AGH-117-01,0.89,1.625232170527358
AGH-126-02,2.4,2.4002336514224734
AGH-137-02,2.92,2.6829541907995247
AGH-138-02,3.51,3.533950561823441
AGH-140-02,3.84,3.8450199236005824
AGH-145-05,3.18,2.5186037077146692
AGH-151-01,0.34,0.8384319027533138
AGH-154-01,2.97,2.342600409269435
AGH-179-02,2.89,1.9748010642297724
AGH-188-01,2.42,2.4520304483990003
AGH-192-02,3.03,3.0304994230435813
AGH-194-02,2.76,2.7972544660601755
AGH-194-02,2.79,2.7972544660601755
AGH-194HCl,2.76,2.781817928273787
AGH-226-02,2.85,2.839559224541454
AGH-232-02,3.06,2.305497213333258
AGH-234-02,2.95,2.0247118617481386
AGH-236-02,2.3,1.6908319668223464
AGH-282-01,0.97,0.28396475351667094
AGH-355-02,3.71,3.70116542556339
AGH-356-02,3.61,3.5938909708610165
AGH-494-01,0.29,0.4000635069764864
AGH-537-01,3.68,3.53429296783266
AGH-548-01,1.78,1.2111819096428587
AGH-549-01,0.52,0.8372781005976986
AGH-616-02,3.83,3.8062655586838465
CPBB-169-01,4.9,3.897871981568685
CPBB-251-03,5.04,5.055187161669295
CPBB-252-03,4.21,4.19732662972247
CPBB-254-01,4.78,4.3146382972892745
CPBB-255-01,4.63,4.655025991148398
CPBB279-07,4.74,4.773266553064124
CPBB280-07,4.82,4.825578488714347
Serodolin,2.56,2.5566875952490737
_E-55888,0.68,0.7044286280129528
_LP-12,4.47,4.4566741953372
_LP-211,3.42,3.4483545104606264
_RA-7,3.53,3.533976230471537
_SB258719,1.95,1.9502421818435005
_SB269970,1.16,1.1325458970020974
